city,lat,lng,pop,country,iso2,iso3,province,city_ascii
Bom Jesus da Lapa,-13.2495414,-43.44002059,40691,Brazil,BR,BRA,Bahia,Bom Jesus da Lapa
Colon,22.71958091,-80.90579574,40677,Cuba,CU,CUB,Matanzas,Colon
Antalaha,-14.88334349,50.28332841,40668,Madagascar,MG,MDG,Antsiranana,Antalaha
Slobodskoy,58.71849469,50.18803707,40661.5,Russia,RU,RUS,Kirov,Slobodskoy
Bastia,42.70316734,9.450006875,40558.5,France,FR,FRA,Corse,Bastia
Moatize,-16.09954832,33.95001013,40536.5,Mozambique,MZ,MOZ,Tete,Moatize
Alta Floresta,-9.900030091,-55.90998295,40466,Brazil,BR,BRA,Mato Grosso,Alta Floresta
Chone,-0.689584535,-80.09000574,40379,Ecuador,EC,ECU,Manabi,Chone
Ponte Nova,-20.40962116,-42.8999502,40377,Brazil,BR,BRA,Minas Gerais,Ponte Nova
Crateus,-5.165590394,-40.66600387,40338,Brazil,BR,BRA,Ceará,Crateus
Qapshaghay,43.88438723,77.06872188,40319.5,Kazakhstan,KZ,KAZ,Almaty,Qapshaghay
Bilecik,40.14999902,29.9829966,40285,Turkey,TR,TUR,Bilecik,Bilecik
Hon Quan,11.65038576,106.6000459,40279,Vietnam,VN,VNM,Bình Ph??c,Hon Quan
Arawa,-6.228000033,155.5659907,40266,Papua New Guinea,PG,PNG,North Solomons,Arawa
Balykchy,42.4560248,76.18536495,40263.5,Kyrgyzstan,KG,KGZ,Ysyk-Köl,Balykchy
Parnu,58.37474306,24.51358354,40256,Estonia,EE,EST,Pärnu,Parnu
Wajir,1.750369892,40.04999955,40240,Kenya,KE,KEN,North-Eastern,Wajir
Krasnoufimsk,56.59911501,57.7586344,40208.5,Russia,RU,RUS,Sverdlovsk,Krasnoufimsk
Mango,10.35956016,0.470813353,40187,Togo,TG,TGO,Savanes,Mango
Canoinhas,-26.17996662,-50.4000092,40180,Brazil,BR,BRA,Santa Catarina,Canoinhas
Montemorelos,25.1899986,-99.83998885,40167,Mexico,MX,MEX,Nuevo León,Montemorelos
Sovetsk,55.07176638,21.88196122,40166.5,Russia,RU,RUS,Kaliningrad,Sovetsk
Buzmeyin,38.05166831,58.21002803,40147,Turkmenistan,TM,TKM,Ahal,Buzmeyin
Orongen Zizhiqi,50.56666669,123.7166756,40128,China,CN,CHN,Nei Mongol,Orongen Zizhiqi
Frolovo,49.77219322,43.65179521,40096.5,Russia,RU,RUS,Volgograd,Frolovo
Lewiston,46.41660992,-117.016589,40096.5,United States of America,US,USA,Idaho,Lewiston
Tehuantepec,16.32999676,-95.229986,40082.5,Mexico,MX,MEX,Oaxaca,Tehuantepec
Joliette,46.03332583,-73.43330611,40066.5,Canada,CA,CAN,Québec,Joliette
Bluefields,11.99997683,-83.76494938,40033,Nicaragua,NI,NIC,Atlántico Sur,Bluefields
Miercurea Cuic,46.36099808,25.52400051,40004.5,Romania,RO,ROU,Harghita,Miercurea-Cuic
Tômbua,-15.80003172,11.85998897,40000,Angola,AO,AGO,Namibe,Tombua
Salama,15.10299903,-90.31400061,40000,Guatemala,GT,GTM,Baja Verapaz,Salama
Port Vila,-17.7333504,168.3166406,39970.5,Vanuatu,VU,VUT,Shefa,Port-Vila
Hanggin Houqi,40.88469952,107.140013,39954,China,CN,CHN,Nei Mongol,Hanggin Houqi
Richland,46.29181134,-119.2911013,39940.5,United States of America,US,USA,Washington,Richland
Yian,47.88039654,125.2999898,39924,China,CN,CHN,Heilongjiang,Yian
Chernogorsk,53.8313253,91.22268998,39815.5,Russia,RU,RUS,Khakass,Chernogorsk
Balsas,-7.520020326,-46.04999048,39761.5,Brazil,BR,BRA,Maranhão,Balsas
Daman,20.41700828,72.85001298,39737,India,IN,IND,Dadra and Nagar Haveli,Daman
Gay,51.47472495,58.45430253,39710,Russia,RU,RUS,Orenburg,Gay
Mochudi,-24.377004,26.15200256,39700,Botswana,BW,BWA,Kgatleng,Mochudi
Eagle Pass,28.71102399,-100.4892774,39683,United States of America,US,USA,Texas,Eagle Pass
Ayakoz,47.96473248,80.42970536,39670,Kazakhstan,KZ,KAZ,East Kazakhstan,Ayakoz
Perth,56.40034161,-3.469979697,39654,United Kingdom,GB,GBR,Perthshire and Kinross,Perth
Salgotarjan,48.10500008,19.82600163,39640,Hungary,HU,HUN,Nógrád,Salgotarjan
El Banco,9.000340799,-73.98001693,39628.5,Colombia,CO,COL,Magdalena,El Banco
Kaya,13.09037539,-1.090047446,39623,Burkina Faso,BF,BFA,Sanmatenga,Kaya
Zacatecoluca,13.508001,-88.86799761,39613,El Salvador,SV,SLV,La Paz,Zacatecoluca
Minas,-34.37000934,-55.23002446,39602.5,Uruguay,UY,URY,Lavalleja,Minas
Cabo San Lucas,22.89275617,-109.9045164,39492.5,Mexico,MX,MEX,Baja California Sur,Cabo San Lucas
Arys,42.43687868,68.80483354,39466.5,Kazakhstan,KZ,KAZ,South Kazakhstan,Arys
Winchester,39.1787313,-78.16663477,39418,United States of America,US,USA,Virginia,Winchester
Hagere Hiywet,8.980393696,37.85003048,39412.5,Ethiopia,ET,ETH,Addis Ababa,Hagere Hiywet
Antigua Guatemala,14.5666981,-90.73330161,39368,Guatemala,GT,GTM,Sacatepéquez,Antigua Guatemala
Roi Et,16.050996,103.6549986,39328,Thailand,TH,THA,Roi Et,Roi Et
Gadsden,34.01455039,-86.00664718,39265,United States of America,US,USA,Alabama,Gadsden
Lesozavodsk,45.47475527,133.4297778,39241.5,Russia,RU,RUS,Primor'ye,Lesozavodsk
Goianesia,-15.30962238,-49.1300092,39217.5,Brazil,BR,BRA,Goiás,Goianesia
Artemovskiy,57.36519228,61.86975297,39194.5,Russia,RU,RUS,Sverdlovsk,Artemovskiy
Hastings,-39.63821491,176.8367924,39107,New Zealand,NZ,NZL,Gisborne,Hastings
Dieppe,49.93373374,1.083334105,39084,France,FR,FRA,Haute-Normandie,Dieppe
Bozeman,45.68009157,-111.0378325,39049.5,United States of America,US,USA,Montana,Bozeman
Toumodi,6.552000132,-5.019002394,39005,Ivory Coast,CI,CIV,Lacs,Toumodi
Strezhevoy,60.73315208,77.57768306,38997.5,Russia,RU,RUS,Tomsk,Strezhevoy
Muskogee,35.74821718,-95.36943486,38995.5,United States of America,US,USA,Oklahoma,Muskogee
Mollendo,-17.02000893,-72.01998153,38993,Peru,PE,PER,Arequipa,Mollendo
Xam Nua,20.41669802,104.0333047,38992,Laos,LA,LAO,Houaphan,Xam Nua
Borlänge,60.48332237,15.4166711,38974.5,Sweden,SE,SWE,Dalarna,Borlange
Tønsberg,59.26400109,10.42100147,38914,Norway,NO,NOR,Vestfold,Tonsberg
Dundalk,54.00041058,-6.416673219,38884,Ireland,IE,IRL,Louth,Dundalk
Banjul,13.45387646,-16.59170149,38841.5,The Gambia,GM,GMB,Banjul,Banjul
Sherman,33.63599469,-96.60858403,38696,United States of America,US,USA,Texas,Sherman
Janauba,-15.79961831,-43.30997685,38641,Brazil,BR,BRA,Minas Gerais,Janauba
Alekseyevka,50.65348309,38.69307979,38633.5,Russia,RU,RUS,Belgorod,Alekseyevka
Moquegua,-17.18997272,-70.93999577,38610,Peru,PE,PER,Moquegua,Moquegua
General Roca,-39.01995807,-67.60996647,38578,Argentina,AR,ARG,Río Negro,General Roca
Umm al Qaywayn,25.56527285,55.55334265,38531,United Arab Emirates,AE,ARE,Umm Al Qaywayn,Umm al Qaywayn
Bondoukou,8.030425841,-2.800020591,38501.5,Ivory Coast,CI,CIV,Zanzan,Bondoukou
Tucurui,-3.679996319,-49.71999903,38472,Brazil,BR,BRA,Pará,Tucurui
Lufkin,31.33843467,-94.72887964,38465.5,United States of America,US,USA,Texas,Lufkin
Garca,-22.22000161,-49.65997685,38460,Brazil,BR,BRA,São Paulo,Garca
Ruyigi,-3.481001905,30.2439966,38458,Burundi,BI,BDI,Ruyigi,Ruyigi
Castro,-24.79002562,-50.00998132,38417.5,Brazil,BR,BRA,Paraná,Castro
Casa Grande,32.87937421,-111.7566258,38396.5,United States of America,US,USA,Arizona,Casa Grande
Angol,-37.79000731,-72.71001693,38384.5,Chile,CL,CHL,La Araucanía,Angol
Puerto Cabezas,14.03334108,-83.38337061,38318,Nicaragua,NI,NIC,Atlántico Norte,Puerto Cabezas
Razgrad,43.53399903,26.53599663,38285,Bulgaria,BG,BGR,Razgrad,Razgrad
Zvolen,48.58373863,19.13324011,38276.5,Slovakia,SK,SVK,Banskobystrick?,Zvolen
Rezekne,56.50002545,27.3165649,38219,Latvia,LV,LVA,Latgale,Rezekne
Akhtubinsk,48.27871848,46.16869584,38179,Russia,RU,RUS,Astrakhan',Akhtubinsk
Cape Girardeau,37.30582237,-89.51808659,38165.5,United States of America,US,USA,Illinois,Cape Girardeau
Andorra,42.50000144,1.516485961,38127,Andorra,AD,AND,,Andorra
Paragominas,-2.959575176,-47.49000594,38095.5,Brazil,BR,BRA,Pará,Paragominas
Vichuga,57.21912884,41.92874792,38093.5,Russia,RU,RUS,Ivanovo,Vichuga
Aquidauana,-20.46961749,-55.79001611,38053,Brazil,BR,BRA,Mato Grosso do Sul,Aquidauana
Rio Tercero,-32.1796004,-64.12002446,38049.5,Argentina,AR,ARG,Córdoba,Rio Tercero
Auxerre,47.80042727,3.566593382,38034,France,FR,FRA,Bourgogne,Auxerre
Uryupinsk,50.77344993,42.00305863,37993.5,Russia,RU,RUS,Volgograd,Uryupinsk
Bullhead City,35.14817629,-114.5674878,37989,United States of America,US,USA,Arizona,Bullhead City
Victoriaville,46.05040489,-71.96667729,37963,Canada,CA,CAN,Québec,Victoriaville
Remanso,-9.599583314,-42.10999841,37945,Brazil,BR,BRA,Bahia,Remanso
Jamestown,42.09736452,-79.23553593,37916.5,United States of America,US,USA,New York,Jamestown
Tenkodogo,11.78040367,-0.369703818,37883,Burkina Faso,BF,BFA,Boulgou,Tenkodogo
Vallenar,-28.57000161,-70.76000676,37876.5,Chile,CL,CHL,Atacama,Vallenar
Walla Walla,46.06515851,-118.3418828,37864,United States of America,US,USA,Washington,Walla Walla
Al Bayda,13.9789981,45.57400265,37821,Yemen,YE,YEM,Al Bayda',Al Bayda
Dori,14.0339971,-0.027998519,37806,Burkina Faso,BF,BFA,Séno,Dori
Kapan,39.20152061,46.41498572,37724,Azerbaijan,AZ,AZE,Z?ngilan,Kapan
San Antonio de los Banos,22.89112083,-82.4990835,37676,Cuba,CU,CUB,La Habana,San Antonio de los Banos
Aboisso,5.466699052,-3.20000353,37654,Ivory Coast,CI,CIV,Sud-Comoé,Aboisso
Pyu,18.477876,96.43787553,37652,Myanmar,MM,MMR,Bago,Pyu
Gwadar,25.13896812,62.32858801,37632.5,Pakistan,PK,PAK,Baluchistan,Gwadar
Ciudad Constitucion,25.04000775,-111.6599909,37605.5,Mexico,MX,MEX,Baja California Sur,Ciudad Constitucion
Sydney,46.06611452,-60.17998071,37538,Canada,CA,CAN,Nova Scotia,Sydney
Reo,12.33349214,-2.466944513,37535,Burkina Faso,BF,BFA,Sanguié,Reo
Penedo,-10.26961994,-36.58002588,37515.5,Brazil,BR,BRA,Alagoas,Penedo
Sambava,-14.26617186,50.16659135,37493.5,Madagascar,MG,MDG,Antsiranana,Sambava
Guiglo,6.550464497,-7.48996688,37490,Ivory Coast,CI,CIV,Moyen-Cavally,Guiglo
Saldanha,-33.01004067,17.93000606,37469,South Africa,ZA,ZAF,Western Cape,Saldanha
Mityana,0.400426452,32.05002274,37420.5,Uganda,UG,UGA,Busujju,Mityana
Leopoldina,-21.53001788,-42.64004358,37412,Brazil,BR,BRA,Minas Gerais,Leopoldina
Kabinda,-6.129614239,24.47999385,37366,Congo (Kinshasa),CD,COD,Kasaï-Oriental,Kabinda
Myrtle Beach,33.68891136,-78.8869784,37333.5,United States of America,US,USA,South Carolina,Myrtle Beach
San Vicente,13.64100303,-88.78499961,37326,El Salvador,SV,SLV,San Vicente,San Vicente
Port Shepstone,-30.71953449,30.4599906,37325.5,South Africa,ZA,ZAF,KwaZulu-Natal,Port Shepstone
Ataq,14.55000311,46.80000058,37315,Yemen,YE,YEM,Shabwah,Ataq
Tozeur,33.93042116,8.129984089,37223.5,Tunisia,TN,TUN,Tozeur,Tozeur
Minot,48.23249392,-101.2958173,37162,United States of America,US,USA,North Dakota,Minot
Oyem,1.616631286,11.58331335,37146.5,Gabon,GA,GAB,Wouleu-Ntem,Oyem
Invercargill,-46.40942951,168.3650097,37135.5,New Zealand,NZ,NZL,Southland,Invercargill
Nelson,-41.29258421,173.2474507,37133,New Zealand,NZ,NZL,Nelson,Nelson
Luga,58.7363489,29.83899491,37124.5,Russia,RU,RUS,Leningrad,Luga
Sibenik,43.7272222,15.9058333,37112,Croatia,HR,HRV,?ibensko-Kninska,Sibenik
Qulsary,46.98326784,54.01653723,37103,Kazakhstan,KZ,KAZ,Atyrau,Qulsary
Rayong,12.67184796,101.2814559,37035,Thailand,TH,THA,Rayong,Rayong
Buchanan,5.916084614,-10.05247197,37023,Liberia,LR,LBR,Grand Bassa,Buchanan
Kingstown,13.14827883,-61.21206242,37001.5,Saint Vincent and the Grenadines,VC,VCT,,Kingstown
Sotik,-0.679559307,35.12001623,36942.5,Kenya,KE,KEN,Rift Valley,Sotik
Charlottetown,46.24928164,-63.13132512,36847.5,Canada,CA,CAN,Prince Edward Island,Charlottetown
Raub,3.792700011,101.8423002,36772.5,Malaysia,MY,MYS,Pahang,Raub
Sisophon,13.58375612,102.9833158,36760,Cambodia,KH,KHM,Bântéay Méanchey,Sisophon
Aiken,33.5494625,-81.72060388,36716.5,United States of America,US,USA,South Carolina,Aiken
Orange,-33.27999835,149.0999841,36708,Australia,AU,AUS,New South Wales,Orange
Grants Pass,42.43954002,-123.3271857,36690,United States of America,US,USA,Oregon,Grants Pass
Retalhuleu,14.53709704,-91.67701454,36656,Guatemala,GT,GTM,Retalhuleu,Retalhuleu
Bermejo,-22.72958291,-64.34998458,36544,Bolivia,BO,BOL,Tarija,Bermejo
Greenville,33.41037539,-91.06168746,36539.5,United States of America,US,USA,Mississippi,Greenville
Berekum,7.450383727,-2.59000757,36484.5,Ghana,GH,GHA,Brong Ahafo,Berekum
Falun,60.61300204,15.64700455,36477,Sweden,SE,SWE,Dalarna,Falun
San Jose de Mayo,-34.34995888,-56.7099858,36462,Uruguay,UY,URY,San José,San Jose de Mayo
Tuyen Quang,21.8179981,105.2109996,36430,Vietnam,VN,VNM,Tuyên Quang,Tuyen Quang
Kampot,10.61708966,104.1833459,36398,Cambodia,KH,KHM,Kâmpôt,Kampot
Monaco,43.73964569,7.406913173,36371,Monaco,MC,MCO,,Monaco
Uglich,57.52435569,38.33000118,36355,Russia,RU,RUS,Yaroslavl',Uglich
Yirga Alem,6.750426452,38.4099963,36292,Ethiopia,ET,ETH,"Southern Nations, Nationalities and Peoples",Yirga Alem
Haugesund,59.4119149,5.277496703,36219.5,Norway,NO,NOR,Rogaland,Haugesund
Baykonur,45.69135703,63.24134884,36175,Kazakhstan,KZ,KAZ,Qyzylorda,Baykonur
Yandoon,17.04328656,95.64288529,36172,Myanmar,MM,MMR,Ayeyarwady,Yandoon
Tingo Maria,-9.289628073,-75.9899976,36138.5,Peru,PE,PER,Huánuco,Tingo Maria
Inhumas,-16.35999754,-49.49998661,36122,Brazil,BR,BRA,Goiás,Inhumas
Zacapa,14.97200398,-89.52900256,36088,Guatemala,GT,GTM,Zacapa,Zacapa
Kasimov,54.9434538,41.39307003,36009,Russia,RU,RUS,Ryazan',Kasimov
Guayaramerin,-10.82999917,-65.4099974,36008,Bolivia,BO,BOL,El Beni,Guayaramerin
Umm Ruwaba,12.91043805,31.19999711,35999.5,Sudan,SD,SDN,North Kurdufan,Umm Ruwaba
Hato Mayor,18.76400114,-69.25699747,35999,Dominican Republic,DO,DOM,Hato Mayor,Hato Mayor
Thongwa,16.75469952,96.51931759,35992.5,Myanmar,MM,MMR,Yangon,Thongwa
Waingapu,-9.658236065,120.253011,35990.5,Indonesia,ID,IDN,Nusa Tenggara Timur,Waingapu
Berber,18.01702557,33.98328975,35975.5,Sudan,SD,SDN,River Nile,Berber
Boyarka,70.76698407,97.50003292,35968,Russia,RU,RUS,Taymyr,Boyarka
Paphos,34.75591516,32.42245666,35961,Cyprus,CY,CYP,Paphos,Paphos
Asha,54.99799827,57.27261755,35944.5,Russia,RU,RUS,Chelyabinsk,Asha
Yemanzhelinsk,54.74886619,61.29350907,35936,Russia,RU,RUS,Chelyabinsk,Yemanzhelinsk
Floriano,-6.769575176,-43.0299681,35923,Brazil,BR,BRA,Piauí,Floriano
Ciudad Camargo,27.69041445,-105.1700511,35904.5,Mexico,MX,MEX,Chihuahua,Ciudad Camargo
Comendador,18.875997,-71.70699546,35901,Dominican Republic,DO,DOM,Elias Pina,Elias Pina
Newport,41.49039899,-71.31335799,35893,United States of America,US,USA,Rhode Island,Newport
Wanganui,-39.9311686,175.0288407,35866.5,New Zealand,NZ,NZL,Manawatu-Wanganui,Wanganui
Chake Chake,-5.239539369,39.77001664,35822.5,Tanzania,TZ,TZA,Kusini-Pemba,Chake Chake
Del Rio,29.36294802,-100.8963843,35803.5,United States of America,US,USA,Texas,Del Rio
Phichit,16.43900405,100.3490017,35760,Thailand,TH,THA,Phichit,Phichit
Nueva Rosita,27.94995933,-101.2199821,35746.5,Mexico,MX,MEX,Coahuila,Nueva Rosita
Qaratau,43.18538597,70.45997799,35743,Kazakhstan,KZ,KAZ,Zhambyl,Qaratau
Moss,59.43697797,10.66915727,35696.5,Norway,NO,NOR,Ãstfold,Moss
Sokol,59.46477989,40.11438839,35637.5,Russia,RU,RUS,Vologda,Sokol
Rimouski,48.43374778,-68.51668115,35584,Canada,CA,CAN,Québec,Rimouski
Juticalpa,14.67040814,-86.22996688,35564,Honduras,HN,HND,Olancho,Juticalpa
Ha Giang,22.83365664,104.9833488,35526,Vietnam,VN,VNM,Hà Giang,Ha Giang
Cobija,-11.03334593,-68.73330876,35511,Bolivia,BO,BOL,Pando,Cobija
Barreiros,-8.829604473,-35.20000676,35472.5,Brazil,BR,BRA,Pernambuco,Barreiros
Zharkent,44.16155377,79.9801204,35459,Kazakhstan,KZ,KAZ,Almaty,Zharkent
Juigalpa,12.10999595,-85.37996708,35451,Nicaragua,NI,NIC,Chontales,Juigalpa
Kundian,32.45219098,71.47180253,35406,Pakistan,PK,PAK,Punjab,Kundian
Chur,46.85002016,9.500029662,35361,Switzerland,CH,CHE,Graubünden,Chur
Yarumal,7.030590229,-75.5904871,35315,Colombia,CO,COL,Antioquia,Yarumal
Atbasar,51.82188723,68.34770382,35308,Kazakhstan,KZ,KAZ,Aqmola,Atbasar
Oriximina,-1.759596742,-55.86998539,35300,Brazil,BR,BRA,Pará,Oriximina
Zaraza,9.340397562,-65.32000289,35279.5,Venezuela,VE,VEN,Guárico,Zaraza
Kahama,-3.819574362,32.58001623,35279,Tanzania,TZ,TZA,Shinyanga,Kahama
Shumerlya,55.4848161,46.42439083,35225,Russia,RU,RUS,Chuvash,Shumerlya
Zelenokumsk,44.40910972,43.87870642,35220.5,Russia,RU,RUS,Stavropol',Zelenokumsk
Karlskrona,56.20300219,15.29600461,35212,Sweden,SE,SWE,Blekinge,Karlskrona
Vac,47.78365826,19.13324011,35200.5,Hungary,HU,HUN,Pest,Vac
Gbadolite,4.290369892,21.01994665,35197,Congo (Kinshasa),CD,COD,Équateur,Gbadolite
Praya,-8.7223242,116.2923226,35183,Indonesia,ID,IDN,Nusa Tenggara Barat,Praya
Vichy,46.117145,3.416680052,35088.5,France,FR,FRA,Auvergne,Vichy
La Asuncion,11.03333403,-63.8833315,35084,Venezuela,VE,VEN,Nueva Esparta,La Asuncion
Tamworth,-31.10261188,150.9171342,35080,Australia,AU,AUS,New South Wales,Tamworth
Samut Songkhram,13.41299699,100.0009986,35065,Thailand,TH,THA,Samut Songkhram,Samut Songkhram
Itamaraju,-17.0395943,-39.52994918,35055,Brazil,BR,BRA,Bahia,Itamaraju
Goycay,40.65342165,47.74058956,35031.5,Azerbaijan,AZ,AZE,Göyçay,Goycay
Mayda Shahr,34.45000209,68.79999663,35008,Afghanistan,AF,AFG,Wardak,Mayda Shahr
Pogradec,40.89999612,20.66400062,35000,Albania,AL,ALB,Korçë,Pogradec
Anbyon,39.02817202,127.5185624,34993.5,North Korea,KP,PRK,Kangwon-do,Anbyon
Drogheda,53.71926495,-6.347762697,34987,Ireland,IE,IRL,Louth,Drogheda
New Iberia,30.00358075,-91.81830794,34985,United States of America,US,USA,Louisiana,New Iberia
Placetas,22.31580711,-79.65548446,34973,Cuba,CU,CUB,Villa Clara,Placetas
Kamsar,10.6854059,-14.60501062,34973,Guinea,GN,GIN,Boke,Kamsar
Al Wajh,26.23241559,36.4635518,34936.5,Saudi Arabia,SA,SAU,Tabuk,Al Wajh
Opobo,4.570404479,7.559993041,34911,Nigeria,NG,NGA,Akwa Ibom,Opobo
La Barca,20.28037579,-102.5600037,34897,Mexico,MX,MEX,Jalisco,La Barca
Bogoroditsk,53.77468793,38.11435543,34884.5,Russia,RU,RUS,Tula,Bogoroditsk
Kalmar,56.66701784,16.36658728,34884,Sweden,SE,SWE,Kalmar,Kalmar
Sinop,42.02299802,35.1530015,34834,Turkey,TR,TUR,Sinop,Sinop
Severouralsk,60.15652061,59.96154903,34819,Russia,RU,RUS,Sverdlovsk,Severouralsk
Viacha,-16.65000568,-68.2999502,34776,Bolivia,BO,BOL,La Paz,Viacha
Tres Arroyos,-38.3699719,-60.26994938,34773.5,Argentina,AR,ARG,Ciudad de Buenos Aires,Tres Arroyos
Adjumani,3.3613889,31.8097222,34700,Uganda,UG,UGA,Adjumani,Adjumani
Taibao,23.45,120.3333333,34665,Taiwan,TW,TWN,Chiayi,Taibao
Port-De-Paix,19.93176008,-72.82948452,34657,Haiti,HT,HTI,Nord-Ouest,Port-De-Paix
Benton Harbor,42.11663983,-86.45419092,34637.5,United States of America,US,USA,Michigan,Benton Harbor
Upper Hutt,-41.13548786,175.0290474,34591,New Zealand,NZ,NZL,Manawatu-Wanganui,Upper Hutt
Zvishavane,-20.32957436,30.04998979,34557.5,Zimbabwe,ZW,ZWE,Midlands,Zvishavane
Satun,6.616701099,100.0666986,34544,Thailand,TH,THA,Satun,Satun
Coeur d'Alene,47.67808331,-116.7794458,34514,United States of America,US,USA,Idaho,Coeur d'Alene
Odienne,9.510413024,-7.580013063,34488,Ivory Coast,CI,CIV,Denguélé,Odienne
Huntsville,30.72376935,-95.55058659,34444.5,United States of America,US,USA,Texas,Huntsville
Altagracia de Orituco,9.85041811,-66.37998987,34427,Venezuela,VE,VEN,Guárico,Altagracia de Orituco
Merauke,-8.493190899,140.401807,34412,Indonesia,ID,IDN,Papua,Merauke
Braganca,41.80799701,-6.755003426,34375,Portugal,PT,PRT,Bragança,Braganca
Nanyuki,0.020397968,37.06000118,34342,Kenya,KE,KEN,Rift Valley,Nanyuki
Moorhead,46.87430808,-96.74219344,34332.5,United States of America,US,USA,Minnesota,Moorhead
Chimboy,42.93113792,59.77075964,34277.5,Uzbekistan,UZ,UZB,Karakalpakstan,Chimboy
Marion,40.55833701,-85.65917485,34249,United States of America,US,USA,Indiana,Marion
Pacasmayo,-7.400647767,-79.57060592,34223.5,Peru,PE,PER,La Libertad,Pacasmayo
Szekszard,46.34399711,18.71299858,34174,Hungary,HU,HUN,Tolna,Szekszard
Coroata,-4.12958128,-44.15000309,34129,Brazil,BR,BRA,Maranhão,Coroata
Ahuachapan,13.91900399,-89.84500155,34102,El Salvador,SV,SLV,Ahuachapán,Ahuachapan
Aosta,45.73700107,7.315002596,34062,Italy,IT,ITA,Valle d'Aosta,Aosta
Penticton,49.50037518,-119.5832799,34035,Canada,CA,CAN,British Columbia,Penticton
Eureka,40.80222394,-124.1474974,34012,United States of America,US,USA,California,Eureka
Durazno,-33.41001626,-56.51004968,33981.5,Uruguay,UY,URY,Durazno,Durazno
Hua Hin,12.56970949,99.94432816,33963,Thailand,TH,THA,Prachuap Khiri Khan,Hua Hin
Kakata,6.525999009,-10.34900054,33945,Liberia,LR,LBR,Margibi,Kakata
Timmins,48.46658815,-81.33331486,33937.5,Canada,CA,CAN,Ontario,Timmins
Leesburg,28.81050112,-81.88333297,33929,United States of America,US,USA,Florida,Leesburg
Ocotal,13.62999605,-86.47299861,33928,Nicaragua,NI,NIC,Nueva Segovia,Ocotal
Tupelo,34.25792055,-88.70333012,33928,United States of America,US,USA,Mississippi,Tupelo
Fada Ngourma,12.05499605,0.360999451,33910,Burkina Faso,BF,BFA,Gourma,Fada Ngourma
Salisbury,35.67078005,-80.4744784,33907,United States of America,US,USA,North Carolina,Salisbury
Birsk,55.42438051,55.54435095,33903,Russia,RU,RUS,Bashkortostan,Birsk
Progreso,21.28331199,-89.66657882,33892.5,Mexico,MX,MEX,Yucatán,Progreso
Knysna,-34.03292397,23.03331213,33887,South Africa,ZA,ZAF,Western Cape,Knysna
Zaozernyy,55.96197044,94.70278764,33865,Russia,RU,RUS,Krasnoyarsk,Zaozernyy
Schaffhausen,47.70600309,8.632998523,33863,Switzerland,CH,CHE,Schaffhausen,Schaffhausen
Nagua,19.37600108,-69.84700149,33862,Dominican Republic,DO,DOM,María Trinidad Sánchez,Nagua
Kirov,54.08518577,34.30482051,33852,Russia,RU,RUS,Kaluga,Kirov
Orillia,44.59997662,-79.41666183,33830.5,Canada,CA,CAN,Ontario,Orillia
Luuq,3.800477314,42.55000199,33820,Somalia,SO,SOM,Gedo,Luuq
Paducah,37.08371706,-88.60000309,33812,United States of America,US,USA,Kentucky,Paducah
Caloundra,-26.80003213,153.1333296,33737,Australia,AU,AUS,Queensland,Caloundra
Villazon,-22.07959674,-65.5999858,33734,Bolivia,BO,BOL,Potosí,Villazon
Alamogordo,32.89947634,-105.9597187,33710.5,United States of America,US,USA,New Mexico,Alamogordo
Russas,-4.940022767,-37.97999211,33613.5,Brazil,BR,BRA,Ceará,Russas
Hwange,-18.37000405,26.50002559,33599.5,Zimbabwe,ZW,ZWE,Matabeleland North,Hwange
Rostov,57.18915651,39.40430253,33578,Russia,RU,RUS,Yaroslavl',Rostov
Jacmel,18.23499903,-72.53700258,33563,Haiti,HT,HTI,Sud-Est,Jacmel
Verkhniy Ufaley,56.06627932,60.23130001,33562,Russia,RU,RUS,Chelyabinsk,Verkhniy Ufaley
Jacarezinho,-23.15994424,-49.97998316,33551,Brazil,BR,BRA,Paraná,Jacarezinho
Prachuap Khiri Khan,11.80299605,99.80000169,33521,Thailand,TH,THA,Prachuap Khiri Khan,Prachuap Khiri Khan
Castelo Branco,39.81099615,-7.487999559,33479,Portugal,PT,PRT,Castelo Branco,Castelo Branco
Clovis,34.40506919,-103.2047706,33477.5,United States of America,US,USA,New Mexico,Clovis
Panuco,22.06044802,-98.18998621,33449.5,Mexico,MX,MEX,Veracruz,Panuco
Shepparton,-36.37458982,145.3913732,33430.5,Australia,AU,AUS,Victoria,Shepparton
Choybalsan,48.06658673,114.5060233,33376,Mongolia,MN,MNG,Dornod,Choybalsan
Neryungri,56.67404584,124.7103617,33364,Russia,RU,RUS,Sakha (Yakutia),Neryungri
Dyatkovo,53.5891437,34.33918534,33363.5,Russia,RU,RUS,Bryansk,Dyatkovo
La Oroya,-11.52003457,-75.94000065,33345,Peru,PE,PER,Junín,La Oroya
Karonga,-9.932896302,33.93331864,33325.5,Malawi,MW,MWI,Chitipa,Karonga
Mildura,-34.18500771,142.1513643,33324.5,Australia,AU,AUS,Victoria,Mildura
Kingman,35.18987917,-114.0522221,33306.5,United States of America,US,USA,Arizona,Kingman
Acu,-5.57962197,-36.91005742,33303,Brazil,BR,BRA,Rio Grande do Norte,Acu
Kampong Spoe,11.4519961,104.5189986,33231,Cambodia,KH,KHM,Kâmpóng Spœ,Kampong Spoe
